Shutdown_Reason 服务器因 {0} 而被关闭。
PingV2 服务器拒绝连接，因为计算得到的延迟（{0} 毫秒）超过了服务器限制的 {1} 毫秒。
Plugin 该服务器上的一个插件禁止了你的帐户进入服务器。
Plugin_Reason 插件提示：{0}
Barricade 你没有该服务器正在使用的自定义可放置物品资源文件 ({0})。
Structure 你没有该服务器正在使用的自定义建筑资源文件 ({0})。
Vehicle 你没有该服务器正在使用的自定义载具资源文件  ({0})。
Client_Module_Desync 服务器没有你正在使用的自定义模块文件。
Server_Module_Desync 你没有服务器正在使用的自定义模块文件。
BattlEye_Broken BattlEye防作弊: 服务不能正常运行，请用启动器（steam）重新开启游戏，如果你已卸载BattlEye或跳过安装步骤，那么你可以通过运行在游戏目录的BattlEye文件夹下的Install_BattlEye.bat脚本来重新安装它。
BattlEye_Update BattlEye防作弊: 服务需要更新，请用启动器（steam）重新开启游戏。
BattlEye_Unknown BattlEye防作弊: 未知的请求，请用启动器（steam）重新开启游戏。
Level_Version 地图 {1} 版本不匹配：客户端版本： {2} 服务端版本: {0}
Econ_Hash 该服务器正在使用的库存版本与你的客户端不同。
Master_Bundle_Hash 内置资源文件错误： {0}
Failure_Unknown 未知错误：{0} 原因：{1}
Reject_Unknown 因未知原因而被拒绝进入：{0}
Workshop_Download_Restriction 服务器对创意工坊物品 {0} 的使用没有被其创作者允许。
Workshop_Advertisement_Mismatch 服务器配置错误：服务器本不需要创意工坊物品，却请求下载创意工坊物品。
Late_Pending_Steam_Auth 游戏服务器没有收到Steam验证服务器的回应。
Late_Pending_Steam_Econ 游戏服务器没有收到Steam经济服务器的回应。
Late_Pending_Steam_Groups 游戏服务器没有收到Steam群组服务器的回应。
Name_Private_Long 你的好友备注太长了。
Name_Private_Invalid 你的好友备注存在无效字符。
Name_Private_Number 你的好友备注不能全是数字。

SteamNetworkingSockets_Unavailable_CannotTry 无法初始化Steam网络验证。
SteamNetworkingSockets_Unavailable_Failed Steam网络验证初始化失败。
SteamNetworkingSockets_Unavailable_Previously 暂时无法初始化Steam网络验证。
SteamNetworkingSockets_EndReason_App_1001 玩家列表、队列列表和等待连接列表都已满。
SteamNetworkingSockets_EndReason_App_1002 服务器正在关闭。
SteamNetworkingSockets_EndReason_App_Unknown 游戏因未知原因终止连接： {0}
SteamNetworkingSockets_EndReason_AppException_Generic 游戏意外终止了连接。
SteamNetworkingSockets_EndReason_AppException_Unknown 游戏因为预料中的未知原因终止了连接: {0}
SteamNetworkingSockets_EndReason_Local_OfflineMode 无法在离线模式下连接。
SteamNetworkingSockets_EndReason_Local_RelayConnectivity 无法连接到Steam中转网络。
SteamNetworkingSockets_EndReason_Local_NetworkConfig 无法接收Steam网络配置。
SteamNetworkingSockets_EndReason_Local_Rights Steam因权限不足拒绝了连接
SteamNetworkingSockets_EndReason_Local_Unknown 未知本地连接错误： {0}
SteamNetworkingSockets_EndReason_Remote_Timeout 丢失了与主机的连接。
SteamNetworkingSockets_EndReason_Remote_BadCrypt 无法与主机建立加密连接
SteamNetworkingSockets_EndReason_Remote_BadCert 无法信任主机的加密证书。
SteamNetworkingSockets_EndReason_Remote_NotLoggedIn 主机未在Steam中登录
SteamNetworkingSockets_EndReason_Remote_NotRunningApp 主机正在运行其他游戏。
SteamNetworkingSockets_EndReason_Remote_BadProtocolVersion 主机正在使用其他的Stean网络协议。
SteamNetworkingSockets_EndReason_Remote_Unknown 未知远端连接错误： {0}
SteamNetworkingSockets_EndReason_Misc_InternalError Steam网络出现了内部错误。
SteamNetworkingSockets_EndReason_Misc_Timeout 与主机或Steam网络丢失连接。
SteamNetworkingSockets_EndReason_Misc_SteamConnectivity Steam网络连接不稳定。
SteamNetworkingSockets_EndReason_Misc_Unknown 未知的其他连接错误： {0}
SteamNetworkingSockets_EndReason_Unknown 连接因未知原因终止： {0}

Pro_Title 永久的黄金DLC升级 
Pro_Button 升级到黄金DLC账户可以获得额外的角色定制选项、进入黄金DLC服务器的机会以及更多的角色槽！更多可用功能可以在商店的页面查看。
Pro_Button_Tooltip 点击这里查看商店的页面。

BattlEye_Header 警告：BattlEye已禁用
BattlEye_Body BattlEye防作弊未启用，你将不能加入受BattlEye保护的服务器。如果你卸载了它或者跳过了它的安装程序，那你可以通过运行在游戏根目录BattlEye文件夹下的Install_BattlEye.bat脚本的方式来重新安装它。

Overlay 请启用 Steam 内嵌介面[用Steam启动游戏]
Dismiss_Notification_Label 确认
Dismiss_Notification_Tooltip 清除通知。
